,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
225,2002,Morocco,MAR,Spain,ESP,48,,,,,,
233,2002,Romania,ROU,Spain,ESP,14,,,,,,
224,2002,Mongolia,MNG,Portugal,PRT,6,,,,,,
222,2002,Mauritania,MRT,Spain,ESP,25,,,,,,
221,2002,Latvia,LVA,Spain,ESP,5,,,,,,
220,2002,Sri Lanka,LKA,Spain,ESP,12,,,,,,
219,2002,Sri Lanka,LKA,Portugal,PRT,5,,,,,,
218,2002,Liberia,LBR,Spain,ESP,58,,,,,,
217,2002,Liberia,LBR,Portugal,PRT,63,,,,,,
216,2002,Kyrgyzstan,KGZ,Spain,ESP,5,,,,,,
215,2002,Kenya,KEN,Spain,ESP,5,,,,,,
223,2002,Rep. of Moldova,MDA,Spain,ESP,10,,,,,,
234,2002,Russian Federation,RUS,Spain,ESP,338,,,,,,
235,2002,Rwanda,RWA,Portugal,PRT,17,,,,,,
236,2002,Rwanda,RWA,Spain,ESP,39,,,,,,
255,2002,Zimbabwe,ZWE,Portugal,PRT,5,,,,,,
254,2002,Yemen,YEM,Spain,ESP,5,,,,,,
253,2002,Ukraine,UKR,Spain,ESP,62,,,,,,
252,2002,Unknown ,,Spain,ESP,16,,,,,,
251,2002,Unknown ,,Portugal,PRT,114,,,,,,
250,2002,Türkiye,TUR,Spain,ESP,19,,,,,,
249,2002,Tunisia,TUN,Spain,ESP,23,,,,,,
248,2002,Togo,TGO,Spain,ESP,5,,,,,,
247,2002,Tajikistan,TJK,Spain,ESP,5,,,,,,
246,2002,Syrian Arab Rep.,SYR,Spain,ESP,20,,,,,,
245,2002,Sudan,SDN,Spain,ESP,37,,,,,,
244,2002,Sudan,SDN,Portugal,PRT,5,,,,,,
243,2002,Stateless,XXA,Spain,ESP,29,,,,,,
242,2002,Viet Nam,VNM,Spain,ESP,50,,,,,,
241,2002,Serbia and Kosovo: S/RES/1244 (1999),SRB,Spain,ESP,88,,,,,,
240,2002,Somalia,SOM,Spain,ESP,194,,,,,,
239,2002,Sierra Leone,SLE,Spain,ESP,120,,,,,,
238,2002,Sierra Leone,SLE,Portugal,PRT,116,,,,,,
237,2002,Senegal,SEN,Spain,ESP,5,,,,,,
214,2002,Kazakhstan,KAZ,Spain,ESP,5,,,,,,
213,2002,Kazakhstan,KAZ,Portugal,PRT,5,,,,,,
212,2002,Jordan,JOR,Spain,ESP,6,,,,,,
211,2002,Iraq,IRQ,Spain,ESP,338,,,,,,
187,2002,Dem. Rep. of the Congo,COD,Spain,ESP,199,,,,,,
186,2002,Dem. Rep. of the Congo,COD,Portugal,PRT,17,,,,,,
185,2002,Congo,COG,Spain,ESP,24,,,,,,
184,2002,Cameroon,CMR,Spain,ESP,30,,,,,,
183,2002,China,CHN,Spain,ESP,21,,,,,,
182,2002,Bulgaria,BGR,Spain,ESP,5,,,,,,
181,2002,Bosnia and Herzegovina,BIH,Spain,ESP,760,,,,,,
180,2002,Bosnia and Herzegovina,BIH,Portugal,PRT,5,,,,,,
179,2002,Belarus,BLR,Spain,ESP,17,,,,,,
178,2002,Belarus,BLR,Portugal,PRT,5,,,,,,
177,2002,Bangladesh,BGD,Spain,ESP,13,,,,,,
176,2002,Burundi,BDI,Spain,ESP,5,,,,,,
175,2002,Azerbaijan,AZE,Spain,ESP,53,,,,,,
174,2002,Armenia,ARM,Spain,ESP,281,,,,,,
173,2002,Armenia,ARM,Portugal,PRT,5,,,,,,
172,2002,Argentina,ARG,Spain,ESP,434,,,,,,
171,2002,Egypt,EGY,Spain,ESP,5,,,,,,
170,2002,Angola,AGO,Spain,ESP,205,,,,,,
169,2002,Angola,AGO,Portugal,PRT,19,,,,,,
188,2002,Colombia,COL,Portugal,PRT,6,,,,,,
5183,2002,Ukraine,UKR,Sweden,SWE,229,617.0,0.0,-,0.0,-,0.0
189,2002,Colombia,COL,Spain,ESP,537,,,,,,
191,2002,Cuba,CUB,Spain,ESP,760,,,,,,
210,2002,Iraq,IRQ,Portugal,PRT,5,,,,,,
209,2002,Iran (Islamic Rep. of),IRN,Spain,ESP,150,,,,,,
208,2002,India,IND,Spain,ESP,5,,,,,,
207,2002,Cote d'Ivoire,CIV,Spain,ESP,14,,,,,,
206,2002,Croatia,HRV,Portugal,PRT,6,,,,,,
205,2002,Honduras,HND,Spain,ESP,5,,,,,,
204,2002,Haiti,HTI,Spain,ESP,5,,,,,,
203,2002,Guinea,GIN,Spain,ESP,16,,,,,,
202,2002,Guinea,GIN,Portugal,PRT,5,,,,,,
201,2002,Guinea-Bissau,GNB,Spain,ESP,5,,,,,,
200,2002,Guinea-Bissau,GNB,Portugal,PRT,15,,,,,,
199,2002,Ghana,GHA,Spain,ESP,5,,,,,,
198,2002,Georgia,GEO,Spain,ESP,86,,,,,,
197,2002,Palestinian,PSE,Spain,ESP,5,,,,,,
196,2002,Gambia,GMB,Spain,ESP,12,,,,,,
195,2002,Ethiopia,ETH,Spain,ESP,101,,,,,,
194,2002,Eritrea,ERI,Spain,ESP,5,,,,,,
193,2002,Equatorial Guinea,GNQ,Spain,ESP,368,,,,,,
192,2002,Ecuador,ECU,Spain,ESP,8,,,,,,
190,2002,Cuba,CUB,Portugal,PRT,12,,,,,,
5182,2002,Ukraine,UKR,Slovenia,SVN,0,14.0,0.0,-,0.0,-,0.0
5181,2002,Ukraine,UKR,Slovakia,SVK,0,33.0,0.0,-,0.0,-,0.0
5180,2002,Ukraine,UKR,Poland,POL,0,8.0,0.0,-,0.0,-,0.0
5065,2002,Syrian Arab Rep.,SYR,Sweden,SWE,970,871.0,0.0,-,0.0,-,0.0
5064,2002,Syrian Arab Rep.,SYR,Slovakia,SVK,0,5.0,0.0,-,0.0,-,0.0
5063,2002,Syrian Arab Rep.,SYR,Romania,ROU,16,5.0,0.0,-,0.0,-,0.0
5062,2002,Syrian Arab Rep.,SYR,Poland,POL,16,0.0,0.0,-,0.0,-,0.0
5061,2002,Syrian Arab Rep.,SYR,Norway,NOR,107,0.0,0.0,-,0.0,-,0.0
5060,2002,Syrian Arab Rep.,SYR,Netherlands (Kingdom of the),NLD,1454,1256.0,0.0,-,0.0,-,0.0
5059,2002,Syrian Arab Rep.,SYR,Malta,MLT,5,0.0,0.0,-,0.0,-,0.0
5058,2002,Syrian Arab Rep.,SYR,Italy,ITA,36,0.0,0.0,-,0.0,-,0.0
5066,2002,Syrian Arab Rep.,SYR,Switzerland,CHE,180,254.0,0.0,-,0.0,-,0.0
5057,2002,Syrian Arab Rep.,SYR,Ireland,IRL,13,0.0,0.0,-,0.0,-,0.0
5055,2002,Syrian Arab Rep.,SYR,Greece,GRC,55,5.0,0.0,-,0.0,-,0.0
5054,2002,Syrian Arab Rep.,SYR,Germany,DEU,14398,1279.0,0.0,-,0.0,-,0.0
5053,2002,Syrian Arab Rep.,SYR,France,FRA,207,0.0,0.0,-,0.0,-,0.0
5052,2002,Syrian Arab Rep.,SYR,Finland,FIN,25,0.0,0.0,-,0.0,-,0.0
5051,2002,Syrian Arab Rep.,SYR,Denmark,DNK,180,49.0,0.0,-,0.0,-,0.0
5050,2002,Syrian Arab Rep.,SYR,Czechia,CZE,10,7.0,0.0,-,0.0,-,0.0
5049,2002,Syrian Arab Rep.,SYR,Cyprus,CYP,7,20.0,0.0,-,0.0,-,0.0
5048,2002,Syrian Arab Rep.,SYR,Bulgaria,BGR,61,0.0,0.0,-,0.0,-,0.0
5056,2002,Syrian Arab Rep.,SYR,Hungary,HUN,10,10.0,0.0,-,0.0,-,0.0
5067,2002,Syrian Arab Rep.,SYR,Ukraine,UKR,45,0.0,0.0,-,0.0,-,0.0
5068,2002,United Rep. of Tanzania,TZA,Bulgaria,BGR,5,0.0,0.0,-,0.0,-,0.0
5069,2002,United Rep. of Tanzania,TZA,Denmark,DNK,10,0.0,0.0,-,0.0,-,0.0
5088,2002,Tajikistan,TJK,Norway,NOR,31,0.0,0.0,-,0.0,-,0.0
5087,2002,Tajikistan,TJK,Netherlands (Kingdom of the),NLD,45,68.0,0.0,-,0.0,-,0.0
5086,2002,Tajikistan,TJK,Ireland,IRL,8,0.0,0.0,-,0.0,-,0.0
5085,2002,Tajikistan,TJK,Germany,DEU,291,12.0,0.0,-,0.0,-,0.0
5084,2002,Tajikistan,TJK,France,FRA,13,0.0,0.0,-,0.0,-,0.0
5083,2002,Tajikistan,TJK,Finland,FIN,13,0.0,0.0,-,0.0,-,0.0
5082,2002,Tajikistan,TJK,Denmark,DNK,6,0.0,0.0,-,0.0,-,0.0
5081,2002,Tajikistan,TJK,Belarus,BLR,18,13.0,0.0,-,0.0,-,0.0
5080,2002,Tajikistan,TJK,Austria,AUT,34,0.0,0.0,-,0.0,-,0.0
5079,2002,Thailand,THA,Sweden,SWE,26,5.0,0.0,-,0.0,-,0.0
5078,2002,Thailand,THA,Norway,NOR,5,0.0,0.0,-,0.0,-,0.0
5077,2002,Thailand,THA,Germany,DEU,242,0.0,0.0,-,0.0,-,0.0
5076,2002,United Rep. of Tanzania,TZA,Switzerland,CHE,5,0.0,0.0,-,0.0,-,0.0
5075,2002,United Rep. of Tanzania,TZA,Sweden,SWE,22,5.0,0.0,-,0.0,-,0.0
5074,2002,United Rep. of Tanzania,TZA,Norway,NOR,8,0.0,0.0,-,0.0,-,0.0
5073,2002,United Rep. of Tanzania,TZA,Netherlands (Kingdom of the),NLD,7,11.0,0.0,-,0.0,-,0.0
5072,2002,United Rep. of Tanzania,TZA,Ireland,IRL,9,0.0,0.0,-,0.0,-,0.0
5071,2002,United Rep. of Tanzania,TZA,Germany,DEU,28,13.0,0.0,-,0.0,-,0.0
5070,2002,United Rep. of Tanzania,TZA,United Kingdom of Great Britain and Northern Ireland,GBR,260,0.0,0.0,-,0.0,-,0.0
5047,2002,Syrian Arab Rep.,SYR,Belgium,BEL,31,0.0,0.0,-,0.0,-,0.0
5046,2002,Syrian Arab Rep.,SYR,Austria,AUT,61,0.0,0.0,-,0.0,-,0.0
5045,2002,Switzerland,CHE,Ireland,IRL,5,0.0,0.0,-,0.0,-,0.0
5044,2002,Switzerland,CHE,Germany,DEU,12,0.0,0.0,-,0.0,-,0.0
5020,2002,Sudan,SDN,Sweden,SWE,103,56.0,0.0,-,0.0,-,0.0
5019,2002,Sudan,SDN,Slovakia,SVK,0,11.0,0.0,-,0.0,-,0.0
5018,2002,Sudan,SDN,Romania,ROU,13,0.0,0.0,-,0.0,-,0.0
5017,2002,Sudan,SDN,Poland,POL,32,5.0,0.0,-,0.0,-,0.0
5016,2002,Sudan,SDN,Norway,NOR,438,0.0,0.0,-,0.0,-,0.0
5015,2002,Sudan,SDN,Netherlands (Kingdom of the),NLD,3404,2684.0,0.0,-,0.0,-,0.0
5014,2002,Sudan,SDN,Malta,MLT,12,0.0,0.0,-,0.0,-,0.0
5013,2002,Sudan,SDN,Italy,ITA,239,0.0,0.0,-,0.0,-,0.0
5012,2002,Sudan,SDN,Ireland,IRL,31,0.0,0.0,-,0.0,-,0.0
5011,2002,Sudan,SDN,Hungary,HUN,73,46.0,0.0,-,0.0,-,0.0
5010,2002,Sudan,SDN,Greece,GRC,47,5.0,0.0,-,0.0,-,0.0
5009,2002,Sudan,SDN,Germany,DEU,1362,160.0,0.0,-,0.0,-,0.0
5008,2002,Sudan,SDN,United Kingdom of Great Britain and Northern Ireland,GBR,2780,0.0,0.0,-,0.0,-,0.0
5007,2002,Sudan,SDN,France,FRA,292,0.0,0.0,-,0.0,-,0.0
5006,2002,Sudan,SDN,Finland,FIN,120,0.0,0.0,-,0.0,-,0.0
5005,2002,Sudan,SDN,Denmark,DNK,284,16.0,0.0,-,0.0,-,0.0
5004,2002,Sudan,SDN,Czechia,CZE,5,0.0,0.0,-,0.0,-,0.0
5003,2002,Sudan,SDN,Bulgaria,BGR,158,0.0,0.0,-,0.0,-,0.0
5002,2002,Sudan,SDN,Belgium,BEL,16,0.0,0.0,-,0.0,-,0.0
5021,2002,Sudan,SDN,Switzerland,CHE,188,110.0,0.0,-,0.0,-,0.0
5089,2002,Tajikistan,TJK,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
5022,2002,Sudan,SDN,Ukraine,UKR,67,0.0,0.0,-,0.0,-,0.0
5024,2002,Slovakia,SVK,Austria,AUT,5,0.0,0.0,-,0.0,-,0.0
5043,2002,Sweden,SWE,Sweden,SWE,0,5.0,0.0,-,0.0,-,0.0
5042,2002,Sweden,SWE,Germany,DEU,20,0.0,0.0,-,0.0,-,0.0
5041,2002,Eswatini,SWZ,Germany,DEU,5,0.0,0.0,-,0.0,-,0.0
5040,2002,Slovenia,SVN,Switzerland,CHE,5,0.0,0.0,-,0.0,-,0.0
5039,2002,Slovenia,SVN,Sweden,SWE,20,5.0,0.0,-,0.0,-,0.0
5038,2002,Slovenia,SVN,Serbia and Kosovo: S/RES/1244 (1999),SRB,650,0.0,0.0,-,0.0,-,0.0
5037,2002,Slovenia,SVN,Germany,DEU,140,0.0,0.0,-,0.0,-,0.0
5036,2002,Slovakia,SVK,Switzerland,CHE,7,11.0,0.0,-,0.0,-,0.0
5035,2002,Slovakia,SVK,Sweden,SWE,14,110.0,0.0,-,0.0,-,0.0
5034,2002,Slovakia,SVK,Norway,NOR,14,0.0,0.0,-,0.0,-,0.0
5033,2002,Slovakia,SVK,Netherlands (Kingdom of the),NLD,60,154.0,0.0,-,0.0,-,0.0
5032,2002,Slovakia,SVK,Ireland,IRL,18,0.0,0.0,-,0.0,-,0.0
5031,2002,Slovakia,SVK,Iceland,ISL,0,5.0,0.0,-,0.0,-,0.0
5030,2002,Slovakia,SVK,Hungary,HUN,0,5.0,0.0,-,0.0,-,0.0
5029,2002,Slovakia,SVK,Germany,DEU,334,118.0,0.0,-,0.0,-,0.0
5028,2002,Slovakia,SVK,France,FRA,76,0.0,0.0,-,0.0,-,0.0
5027,2002,Slovakia,SVK,Finland,FIN,14,0.0,0.0,-,0.0,-,0.0
5026,2002,Slovakia,SVK,Denmark,DNK,13,6.0,0.0,-,0.0,-,0.0
5025,2002,Slovakia,SVK,Czechia,CZE,0,217.0,0.0,-,0.0,-,0.0
5023,2002,Suriname,SUR,Netherlands (Kingdom of the),NLD,38,5.0,0.0,-,0.0,-,0.0
5000,2002,Sao Tome and Principe,STP,Germany,DEU,5,0.0,0.0,-,0.0,-,0.0
5090,2002,Tajikistan,TJK,Sweden,SWE,44,69.0,0.0,-,0.0,-,0.0
5092,2002,Tajikistan,TJK,Ukraine,UKR,38,0.0,0.0,-,0.0,-,0.0
5156,2002,Uganda,UGA,Finland,FIN,9,0.0,0.0,-,0.0,-,0.0
5155,2002,Uganda,UGA,Denmark,DNK,98,0.0,0.0,-,0.0,-,0.0
5154,2002,Uganda,UGA,Austria,AUT,7,0.0,0.0,-,0.0,-,0.0
5153,2002,United Arab Emirates,ARE,Germany,DEU,15,0.0,0.0,-,0.0,-,0.0
5152,2002,Tuvalu,TUV,Netherlands (Kingdom of the),NLD,5,0.0,0.0,-,0.0,-,0.0
5151,2002,Türkiye,TUR,Switzerland,CHE,5859,1805.0,0.0,-,0.0,-,0.0
5150,2002,Türkiye,TUR,Sweden,SWE,903,918.0,0.0,-,0.0,-,0.0
5149,2002,Türkiye,TUR,Slovenia,SVN,0,7.0,0.0,-,0.0,-,0.0
5157,2002,Uganda,UGA,France,FRA,26,0.0,0.0,-,0.0,-,0.0
5148,2002,Türkiye,TUR,Slovakia,SVK,0,16.0,0.0,-,0.0,-,0.0
5146,2002,Türkiye,TUR,Poland,POL,10,7.0,0.0,-,0.0,-,0.0
5145,2002,Türkiye,TUR,Norway,NOR,117,0.0,0.0,-,0.0,-,0.0
5144,2002,Türkiye,TUR,Netherlands (Kingdom of the),NLD,1499,1403.0,0.0,-,0.0,-,0.0
5143,2002,Türkiye,TUR,Malta,MLT,11,0.0,0.0,-,0.0,-,0.0
5142,2002,Türkiye,TUR,Italy,ITA,1303,0.0,0.0,-,0.0,-,0.0
5141,2002,Türkiye,TUR,Ireland,IRL,10,0.0,0.0,-,0.0,-,0.0
5140,2002,Türkiye,TUR,Hungary,HUN,17,5.0,0.0,-,0.0,-,0.0
5139,2002,Türkiye,TUR,Greece,GRC,629,6.0,0.0,-,0.0,-,0.0
5147,2002,Türkiye,TUR,Romania,ROU,47,0.0,0.0,-,0.0,-,0.0
5158,2002,Uganda,UGA,United Kingdom of Great Britain and Northern Ireland,GBR,2335,0.0,0.0,-,0.0,-,0.0
5159,2002,Uganda,UGA,Germany,DEU,336,46.0,0.0,-,0.0,-,0.0
5160,2002,Uganda,UGA,Ireland,IRL,18,0.0,0.0,-,0.0,-,0.0
5179,2002,Ukraine,UKR,Norway,NOR,74,0.0,0.0,-,0.0,-,0.0
5178,2002,Ukraine,UKR,Netherlands (Kingdom of the),NLD,462,271.0,0.0,-,0.0,-,0.0
5177,2002,Ukraine,UKR,Italy,ITA,22,0.0,0.0,-,0.0,-,0.0
5176,2002,Ukraine,UKR,Ireland,IRL,57,0.0,0.0,-,0.0,-,0.0
5175,2002,Ukraine,UKR,Iceland,ISL,5,0.0,0.0,-,0.0,-,0.0
5174,2002,Ukraine,UKR,Hungary,HUN,13,5.0,0.0,-,0.0,-,0.0
5173,2002,Ukraine,UKR,Germany,DEU,53502,245.0,0.0,-,0.0,-,0.0
5172,2002,Ukraine,UKR,United Kingdom of Great Britain and Northern Ireland,GBR,345,0.0,0.0,-,0.0,-,0.0
5171,2002,Ukraine,UKR,France,FRA,438,0.0,0.0,-,0.0,-,0.0
5170,2002,Ukraine,UKR,Finland,FIN,14,0.0,0.0,-,0.0,-,0.0
5169,2002,Ukraine,UKR,Denmark,DNK,58,12.0,0.0,-,0.0,-,0.0
5168,2002,Ukraine,UKR,Czechia,CZE,23,1983.0,0.0,-,0.0,-,0.0
5167,2002,Ukraine,UKR,Cyprus,CYP,0,34.0,0.0,-,0.0,-,0.0
5166,2002,Ukraine,UKR,Belgium,BEL,173,0.0,0.0,-,0.0,-,0.0
5165,2002,Ukraine,UKR,Austria,AUT,28,0.0,0.0,-,0.0,-,0.0
5164,2002,Uganda,UGA,Switzerland,CHE,40,9.0,0.0,-,0.0,-,0.0
5163,2002,Uganda,UGA,Sweden,SWE,386,43.0,0.0,-,0.0,-,0.0
5162,2002,Uganda,UGA,Norway,NOR,59,0.0,0.0,-,0.0,-,0.0
5161,2002,Uganda,UGA,Netherlands (Kingdom of the),NLD,53,84.0,0.0,-,0.0,-,0.0
5138,2002,Türkiye,TUR,Germany,DEU,148983,5744.0,0.0,-,0.0,-,0.0
5137,2002,Türkiye,TUR,United Kingdom of Great Britain and Northern Ireland,GBR,6945,0.0,0.0,-,0.0,-,0.0
5136,2002,Türkiye,TUR,France,FRA,9407,0.0,0.0,-,0.0,-,0.0
5135,2002,Türkiye,TUR,Finland,FIN,226,0.0,0.0,-,0.0,-,0.0
5111,2002,Togo,TGO,Switzerland,CHE,38,233.0,0.0,-,0.0,-,0.0
5110,2002,Togo,TGO,Sweden,SWE,42,18.0,0.0,-,0.0,-,0.0
5109,2002,Togo,TGO,Norway,NOR,22,0.0,0.0,-,0.0,-,0.0
5108,2002,Togo,TGO,Netherlands (Kingdom of the),NLD,233,637.0,0.0,-,0.0,-,0.0
5107,2002,Togo,TGO,Italy,ITA,68,0.0,0.0,-,0.0,-,0.0
5106,2002,Togo,TGO,Ireland,IRL,38,0.0,0.0,-,0.0,-,0.0
5105,2002,Togo,TGO,Germany,DEU,5743,841.0,0.0,-,0.0,-,0.0
5104,2002,Togo,TGO,United Kingdom of Great Britain and Northern Ireland,GBR,25,0.0,0.0,-,0.0,-,0.0
5103,2002,Togo,TGO,France,FRA,186,0.0,0.0,-,0.0,-,0.0
5102,2002,Togo,TGO,Denmark,DNK,12,0.0,0.0,-,0.0,-,0.0
5101,2002,Togo,TGO,Belgium,BEL,25,0.0,0.0,-,0.0,-,0.0
5100,2002,Togo,TGO,Austria,AUT,12,0.0,0.0,-,0.0,-,0.0
5099,2002,Turkmenistan,TKM,Ukraine,UKR,8,0.0,0.0,-,0.0,-,0.0
5098,2002,Turkmenistan,TKM,Switzerland,CHE,7,0.0,0.0,-,0.0,-,0.0
5097,2002,Turkmenistan,TKM,Sweden,SWE,59,59.0,0.0,-,0.0,-,0.0
5096,2002,Turkmenistan,TKM,Norway,NOR,15,0.0,0.0,-,0.0,-,0.0
5095,2002,Turkmenistan,TKM,Germany,DEU,519,19.0,0.0,-,0.0,-,0.0
5094,2002,Turkmenistan,TKM,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
5093,2002,Turkmenistan,TKM,Czechia,CZE,6,0.0,0.0,-,0.0,-,0.0
5112,2002,Tonga,TON,Germany,DEU,7,0.0,0.0,-,0.0,-,0.0
5091,2002,Tajikistan,TJK,Switzerland,CHE,0,6.0,0.0,-,0.0,-,0.0
5113,2002,Trinidad and Tobago,TTO,Germany,DEU,5,0.0,0.0,-,0.0,-,0.0
5115,2002,Tunisia,TUN,Belgium,BEL,12,0.0,0.0,-,0.0,-,0.0
5134,2002,Türkiye,TUR,Estonia,EST,0,5.0,0.0,-,0.0,-,0.0
5133,2002,Türkiye,TUR,Denmark,DNK,57,30.0,0.0,-,0.0,-,0.0
5132,2002,Türkiye,TUR,Czechia,CZE,12,10.0,0.0,-,0.0,-,0.0
5131,2002,Türkiye,TUR,Cyprus,CYP,0,106.0,0.0,-,0.0,-,0.0
5130,2002,Türkiye,TUR,Bulgaria,BGR,78,15.0,0.0,-,0.0,-,0.0
5129,2002,Türkiye,TUR,Belgium,BEL,739,0.0,0.0,-,0.0,-,0.0
5128,2002,Türkiye,TUR,Austria,AUT,354,0.0,0.0,-,0.0,-,0.0
5127,2002,Türkiye,TUR,Albania,ALB,7,11.0,0.0,-,0.0,-,0.0
5126,2002,Tunisia,TUN,Switzerland,CHE,592,91.0,0.0,-,0.0,-,0.0
5125,2002,Tunisia,TUN,Sweden,SWE,95,94.0,0.0,-,0.0,-,0.0
5124,2002,Tunisia,TUN,Norway,NOR,22,0.0,0.0,-,0.0,-,0.0
5123,2002,Tunisia,TUN,Netherlands (Kingdom of the),NLD,72,19.0,0.0,-,0.0,-,0.0
5122,2002,Tunisia,TUN,Italy,ITA,66,0.0,0.0,-,0.0,-,0.0
5121,2002,Tunisia,TUN,Ireland,IRL,5,0.0,0.0,-,0.0,-,0.0
5120,2002,Tunisia,TUN,Greece,GRC,5,5.0,0.0,-,0.0,-,0.0
5119,2002,Tunisia,TUN,Germany,DEU,1047,67.0,0.0,-,0.0,-,0.0
5118,2002,Tunisia,TUN,France,FRA,320,0.0,0.0,-,0.0,-,0.0
5117,2002,Tunisia,TUN,Denmark,DNK,34,5.0,0.0,-,0.0,-,0.0
5116,2002,Tunisia,TUN,Bulgaria,BGR,8,0.0,0.0,-,0.0,-,0.0
5114,2002,Tunisia,TUN,Austria,AUT,40,0.0,0.0,-,0.0,-,0.0
4637,2002,Mauritania,MRT,Denmark,DNK,6,0.0,0.0,-,0.0,-,0.0
4817,2002,Poland,POL,Germany,DEU,15182,10.0,0.0,-,0.0,-,0.0
4635,2002,Madagascar,MDG,Germany,DEU,8,0.0,0.0,-,0.0,-,0.0
4051,2002,Chad,TCD,Greece,GRC,5,0.0,0.0,-,0.0,-,0.0
4050,2002,Chad,TCD,Germany,DEU,47,11.0,0.0,-,0.0,-,0.0
4049,2002,Chad,TCD,France,FRA,380,0.0,0.0,-,0.0,-,0.0
4048,2002,Chad,TCD,Denmark,DNK,5,0.0,0.0,-,0.0,-,0.0
4047,2002,Chad,TCD,Belgium,BEL,22,0.0,0.0,-,0.0,-,0.0
4046,2002,Chad,TCD,Austria,AUT,6,0.0,0.0,-,0.0,-,0.0
4045,2002,Central African Rep.,CAF,Switzerland,CHE,0,5.0,0.0,-,0.0,-,0.0
4044,2002,Central African Rep.,CAF,Netherlands (Kingdom of the),NLD,5,5.0,0.0,-,0.0,-,0.0
4043,2002,Central African Rep.,CAF,Ireland,IRL,19,0.0,0.0,-,0.0,-,0.0
4042,2002,Central African Rep.,CAF,Germany,DEU,20,0.0,0.0,-,0.0,-,0.0
4041,2002,Central African Rep.,CAF,France,FRA,220,0.0,0.0,-,0.0,-,0.0
4040,2002,Canada,CAN,Germany,DEU,47,0.0,0.0,-,0.0,-,0.0
4039,2002,Cambodia,KHM,Switzerland,CHE,659,0.0,0.0,-,0.0,-,0.0
4038,2002,Cambodia,KHM,Norway,NOR,7,0.0,0.0,-,0.0,-,0.0
4037,2002,Cambodia,KHM,Netherlands (Kingdom of the),NLD,40,5.0,0.0,-,0.0,-,0.0
4036,2002,Cambodia,KHM,Italy,ITA,6,0.0,0.0,-,0.0,-,0.0
4035,2002,Cambodia,KHM,Ireland,IRL,13,0.0,0.0,-,0.0,-,0.0
4034,2002,Cambodia,KHM,Germany,DEU,252,7.0,0.0,-,0.0,-,0.0
4033,2002,Cambodia,KHM,France,FRA,15439,0.0,0.0,-,0.0,-,0.0
4032,2002,Cambodia,KHM,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
4031,2002,Cambodia,KHM,Denmark,DNK,7,0.0,0.0,-,0.0,-,0.0
4030,2002,Cambodia,KHM,Belgium,BEL,47,0.0,0.0,-,0.0,-,0.0
4029,2002,Cambodia,KHM,Austria,AUT,32,0.0,0.0,-,0.0,-,0.0
4052,2002,Chad,TCD,Netherlands (Kingdom of the),NLD,9,65.0,0.0,-,0.0,-,0.0
4053,2002,Chad,TCD,Sweden,SWE,5,8.0,0.0,-,0.0,-,0.0
4054,2002,Chad,TCD,Switzerland,CHE,25,19.0,0.0,-,0.0,-,0.0
4055,2002,Chad,TCD,Ukraine,UKR,7,0.0,0.0,-,0.0,-,0.0
4079,2002,Chile,CHL,Denmark,DNK,8,0.0,0.0,-,0.0,-,0.0
4078,2002,Chile,CHL,Belgium,BEL,149,0.0,0.0,-,0.0,-,0.0
4077,2002,Chile,CHL,Austria,AUT,5,0.0,0.0,-,0.0,-,0.0
4076,2002,China,CHN,Switzerland,CHE,658,491.0,0.0,-,0.0,-,0.0
4075,2002,China,CHN,Sweden,SWE,182,97.0,0.0,-,0.0,-,0.0
4074,2002,China,CHN,Slovenia,SVN,0,5.0,0.0,-,0.0,-,0.0
4073,2002,China,CHN,Slovakia,SVK,0,903.0,0.0,-,0.0,-,0.0
4072,2002,China,CHN,Romania,ROU,0,5.0,0.0,-,0.0,-,0.0
4071,2002,China,CHN,Poland,POL,0,6.0,0.0,-,0.0,-,0.0
4070,2002,China,CHN,Norway,NOR,58,0.0,0.0,-,0.0,-,0.0
4069,2002,China,CHN,Netherlands (Kingdom of the),NLD,2582,1707.0,0.0,-,0.0,-,0.0
4028,2002,Bulgaria,BGR,Switzerland,CHE,39,80.0,0.0,-,0.0,-,0.0
4068,2002,China,CHN,Italy,ITA,6,0.0,0.0,-,0.0,-,0.0
4066,2002,China,CHN,Hungary,HUN,0,21.0,0.0,-,0.0,-,0.0
4065,2002,China,CHN,Greece,GRC,7,7.0,0.0,-,0.0,-,0.0
4064,2002,China,CHN,Germany,DEU,6280,954.0,0.0,-,0.0,-,0.0
4063,2002,China,CHN,United Kingdom of Great Britain and Northern Ireland,GBR,1325,0.0,0.0,-,0.0,-,0.0
4062,2002,China,CHN,France,FRA,442,0.0,0.0,-,0.0,-,0.0
4061,2002,China,CHN,Finland,FIN,31,0.0,0.0,-,0.0,-,0.0
4060,2002,China,CHN,Denmark,DNK,120,26.0,0.0,-,0.0,-,0.0
4059,2002,China,CHN,Czechia,CZE,0,280.0,0.0,-,0.0,-,0.0
4058,2002,China,CHN,Cyprus,CYP,0,5.0,0.0,-,0.0,-,0.0
