,iyear,country_txt,region_txt,eventid,imonth,iday,approxdate,extended,resolution,country,region,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
3347,2013,United Kingdom,Western Europe,137,137,137,2,137,0,137,137,137,137,137,137,137,137,85,137,137,137,137,137,2,2,137,137,137,137,137,3,3,0,0,137,137,123,123,137,137,137,137,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,137,0,2,0,0,0,31,137,2,0,137,137,137,137,27,27,2,0,0,0,0,0,0,137,137,135,135,10,10,5,5,0,0,0,0,0,0,0,0,74,137,137,137,137,137,136,137,46,46,46,49,137,3,3,3,0,0,0,3,0,0,0,0,0,3,3,3,8,137,113,81,137,137,137,137,137,9
3354,2014,Albania,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,0
3361,2014,Belgium,Western Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0
3363,2014,Bosnia-Herzegovina,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,3,3,0
3365,2014,Bulgaria,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3374,2014,Cyprus,Western Europe,5,5,5,1,5,0,5,5,5,5,5,5,5,5,2,5,5,5,5,5,1,1,5,5,5,5,5,0,0,0,0,5,5,4,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,5,5,5,5,5,0
3375,2014,Czech Republic,Eastern Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,2,2,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,5,5,5,5,1,1,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,5,5,5,5,5,2
3381,2014,France,Western Europe,14,14,14,0,14,0,14,14,14,14,14,14,14,14,0,14,14,14,14,14,1,1,14,14,14,14,14,0,0,0,0,14,14,13,13,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,3,14,0,0,14,14,14,14,8,8,0,0,0,0,0,0,0,14,14,13,13,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,14,14,14,14,14,12,12,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,8,5,14,14,14,14,14,4
3383,2014,Germany,Western Europe,13,13,13,3,13,0,13,13,13,13,13,13,13,13,4,13,13,13,13,13,0,0,13,13,13,13,13,0,0,0,0,13,13,13,13,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,5,13,0,0,13,13,13,13,5,5,0,0,0,0,0,0,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,6,13,13,13,13,13,13,13,10,10,10,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,4,13,13,13,13,13,0
3385,2014,Greece,Western Europe,26,26,26,0,26,0,26,26,26,26,26,26,26,26,16,26,26,26,26,26,0,0,26,26,26,26,26,0,0,0,0,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,15,26,1,0,26,26,26,26,17,17,1,0,0,0,0,0,0,26,26,26,26,1,1,0,0,0,0,0,0,0,0,0,0,23,26,26,26,26,26,26,26,19,19,19,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,9,26,26,26,26,26,0
3387,2014,Hungary,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3388,2014,Iceland,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3393,2014,Ireland,Western Europe,33,33,33,0,33,0,33,33,33,33,33,33,33,33,15,33,33,33,33,33,3,3,33,33,33,33,33,0,0,0,0,33,33,21,21,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,33,0,0,33,33,33,33,0,0,0,0,0,0,0,0,0,33,33,33,33,2,2,0,0,0,0,0,0,0,0,0,0,18,33,33,33,33,33,32,33,7,7,7,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,28,11,33,33,33,33,33,4
3395,2014,Italy,Western Europe,7,7,7,0,7,0,7,7,7,7,7,7,7,7,1,7,7,7,7,7,0,0,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,7,0,0,7,7,7,7,3,3,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,7,7,7,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,5,7,7,7,7,7,0
3401,2014,Kosovo,Eastern Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,4,4,4,4,0
3406,2014,Macedonia,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,1,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,3,3,3,3,1,1,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,3,0
3411,2014,Malta,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3416,2014,Netherlands,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3425,2014,Russia,Eastern Europe,48,48,48,3,48,0,48,48,48,48,47,47,48,48,6,48,48,48,48,48,8,8,48,48,48,48,48,2,2,0,0,48,48,45,45,48,48,48,48,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,48,0,0,0,0,0,13,48,0,0,48,48,48,48,5,5,0,0,0,0,0,0,0,48,48,47,47,7,7,7,7,1,1,1,1,0,0,0,0,21,48,48,47,48,48,48,48,21,21,21,28,48,2,2,1,1,0,0,2,0,0,0,0,0,2,2,2,15,48,37,22,48,48,48,48,48,9
3432,2014,Spain,Western Europe,4,4,4,1,4,0,4,4,4,4,4,4,4,4,2,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,4,4,4,3,3,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,4,4,4,4,0
3435,2014,Sweden,Western Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,3,5,5,5,5,5,0,0,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,5,5,5,5,5,2
3445,2014,Ukraine,Eastern Europe,895,895,895,97,895,0,895,895,895,895,891,891,895,895,134,895,895,895,895,895,487,487,895,895,895,895,895,8,8,0,0,895,895,879,879,895,895,895,895,43,43,43,43,43,43,43,43,2,2,2,2,2,2,2,2,895,21,0,0,0,0,51,895,0,0,895,895,895,895,64,64,0,0,0,0,0,0,0,895,895,774,774,119,119,113,113,11,11,9,9,0,0,0,0,415,828,895,871,801,895,846,895,297,297,297,608,895,98,98,13,85,1,1,98,1,1,1,1,6,98,98,98,228,895,443,197,895,895,895,895,895,204
3447,2014,United Kingdom,Western Europe,103,103,103,1,103,0,103,103,103,103,103,103,103,103,48,103,103,103,103,103,1,1,103,103,103,103,103,0,0,0,0,103,103,86,86,103,103,103,103,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,103,0,2,0,0,0,14,103,2,0,103,103,103,103,27,27,2,1,1,0,0,0,1,103,103,101,101,3,3,0,0,0,0,0,0,0,0,0,0,56,103,103,103,103,103,103,103,56,56,56,57,103,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,11,103,90,57,103,103,103,103,103,19
3454,2015,Albania,Eastern Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,3,3,4,4,4,4,4,0,0,0,0,4,4,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,4,4,4,4,3
3461,2015,Bosnia-Herzegovina,Eastern Europe,6,6,6,0,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,6,6,6,0,0,0,0,6,6,5,5,6,6,6,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,6,6,6,6,1,1,1,1,0,0,0,0,0,0,0,0,2,6,6,6,6,6,6,6,4,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,6,6,6,6,6,0
3463,2015,Bulgaria,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,2,2,0
3473,2015,Cyprus,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,3,3,3,3,0
3474,2015,Czech Republic,Eastern Europe,4,4,4,1,4,0,4,4,4,4,4,4,4,4,1,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,4,4,4,4,3,3,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,4,4,4,0
3476,2015,Denmark,Western Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,4,4,2
3480,2015,Estonia,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,2,2,0
3482,2015,Finland,Western Europe,9,9,9,0,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,0,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,9,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,9,9,9,9,1,1,1,1,0,0,0,0,0,0,0,0,3,9,9,9,8,9,9,9,7,7,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2,9,9,9,9,9,0
3483,2015,France,Western Europe,37,37,37,1,37,0,37,37,37,37,37,37,37,37,16,37,37,37,37,37,1,1,37,37,37,37,37,4,4,1,1,37,37,35,35,37,37,37,37,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,37,0,0,0,0,0,22,37,0,0,37,37,37,37,17,17,0,0,0,0,0,0,0,37,37,37,37,8,8,7,7,4,4,3,3,0,0,0,0,23,37,37,37,37,37,37,37,20,20,20,26,37,5,5,5,0,0,0,5,0,0,0,0,1,5,5,5,13,37,28,24,37,37,37,37,37,12
3485,2015,Germany,Western Europe,65,65,65,2,65,0,65,65,65,65,65,65,65,65,8,65,65,65,65,65,4,4,65,65,65,65,65,1,1,0,0,65,65,65,65,65,65,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,27,65,0,0,65,65,65,65,7,7,0,0,0,0,0,0,0,65,65,63,63,1,1,0,0,0,0,0,0,0,0,0,0,20,65,65,65,65,65,65,65,54,54,54,54,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65,41,17,65,65,65,65,65,5
3486,2015,Greece,Western Europe,31,31,31,1,31,0,31,31,31,31,31,31,31,31,19,31,31,31,31,31,0,0,31,31,31,31,31,1,1,0,0,31,31,28,28,31,31,31,31,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,31,0,2,0,0,0,6,31,2,0,31,31,31,31,12,12,2,2,2,0,0,0,2,31,31,28,28,2,2,2,2,0,0,0,0,0,0,0,0,21,31,31,31,31,31,31,31,24,24,24,25,31,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,5,31,18,12,31,31,31,31,31,3
3488,2015,Hungary,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
3493,2015,Ireland,Western Europe,28,28,28,3,28,0,28,28,28,28,28,28,28,28,13,28,28,28,28,28,1,1,28,28,28,28,28,0,0,0,0,28,28,14,14,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,28,28,28,28,0,0,0,0,0,0,0,0,0,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,10,28,28,28,28,28,28,28,5,5,5,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,19,8,28,28,28,28,28,0
3495,2015,Italy,Western Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,2,5,5,5,5,5,0,0,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,5,5,5,5,2,2,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,2,2,2,2,5,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,5,4,2,5,5,5,5,5,0
3500,2015,Kosovo,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,1,1,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,2,2,0
3507,2015,Macedonia,Eastern Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,4,4,4,4,2,2,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,2,2,3,4,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,4,4,3,4,4,4,4,4,0
3511,2015,Malta,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3513,2015,Montenegro,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
3518,2015,Netherlands,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,3,3,3,0
3526,2015,Russia,Eastern Europe,21,21,21,3,21,0,21,21,21,21,21,21,21,21,3,21,21,21,21,21,5,5,21,21,21,21,21,0,0,0,0,21,21,20,20,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,21,0,0,21,21,21,21,3,3,0,0,0,0,0,0,0,21,21,20,20,0,0,0,0,0,0,0,0,0,0,0,0,10,21,21,21,21,21,21,21,4,4,4,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,16,6,21,21,21,21,21,0
3533,2015,Spain,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3536,2015,Sweden,Western Europe,32,32,32,0,32,0,32,32,32,32,31,31,32,32,2,32,32,32,32,32,0,0,32,32,32,32,32,0,0,0,0,32,32,32,32,32,32,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,7,32,0,0,32,32,32,32,2,2,0,0,0,0,0,0,0,32,32,30,30,2,2,0,0,0,0,0,0,0,0,0,0,9,32,32,32,31,32,32,32,28,28,28,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,11,32,32,32,32,32,5
3545,2015,Ukraine,Eastern Europe,637,637,637,100,637,0,637,637,637,637,635,635,637,637,99,637,637,637,637,637,339,339,637,637,637,637,637,6,6,0,0,637,637,622,622,637,637,637,637,30,30,29,29,30,30,30,30,2,2,2,2,2,2,2,2,637,1,0,0,0,0,16,637,0,0,637,637,637,637,31,31,0,0,0,0,0,0,0,637,637,609,609,112,112,110,110,19,19,19,19,0,0,0,0,445,609,637,630,606,637,629,637,185,185,185,445,637,14,14,2,12,1,0,14,0,0,0,0,2,14,14,14,129,637,349,148,637,637,637,637,637,154
