,iyear,country_txt,region_txt,eventid,imonth,iday,approxdate,extended,resolution,country,region,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2559,2003,Russia,Eastern Europe,76,76,76,0,76,1,76,76,76,76,76,76,76,76,12,76,76,76,76,76,12,12,76,76,76,76,76,8,8,0,0,76,76,71,71,76,76,74,74,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,76,17,0,0,0,0,74,74,0,0,76,22,65,76,6,6,0,0,0,0,0,0,10,76,76,74,74,9,9,9,9,4,4,4,4,0,0,0,0,31,75,76,72,72,75,72,76,41,41,4,30,76,1,1,0,1,0,0,2,0,0,0,0,0,1,1,1,21,76,39,23,76,76,76,76,76,4
2561,2003,Serbia-Montenegro,Eastern Europe,6,6,6,0,6,0,6,6,6,6,6,6,6,6,2,6,6,6,6,6,0,0,6,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,6,3,5,6,2,2,0,0,0,0,0,0,2,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,6,6,4,4,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,5,6,6,6,6,6,0
2565,2003,Spain,Western Europe,21,21,21,0,21,0,21,21,21,21,21,21,21,21,0,21,21,21,21,21,1,1,21,21,21,21,21,0,0,0,0,21,21,19,19,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,21,0,0,21,4,17,21,5,5,0,0,0,0,0,0,5,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,13,21,21,21,21,21,21,21,14,14,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,8,7,21,21,21,21,21,8
2568,2003,Switzerland,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
2572,2003,Ukraine,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
2573,2003,United Kingdom,Western Europe,23,23,23,0,23,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,3,3,23,23,23,23,23,1,1,0,0,23,23,21,21,23,23,23,23,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,23,1,0,0,0,0,23,23,0,0,23,3,22,23,7,7,0,0,0,0,0,0,8,23,23,23,23,1,1,1,1,0,0,0,0,0,0,0,0,10,23,23,23,23,23,23,23,13,13,1,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,19,8,23,23,23,23,23,2
2586,2004,Cyprus,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
2592,2004,France,Western Europe,11,11,11,0,11,0,11,11,11,11,11,11,11,11,1,11,11,11,11,11,3,3,11,11,11,11,11,0,0,0,0,11,11,11,11,10,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,11,0,0,11,0,10,11,1,1,0,0,0,0,0,0,1,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,11,11,11,11,11,10,10,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,2,11,11,11,11,11,2
2594,2004,Germany,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,3,3,3,0,0,0,0,3,3,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,3,3,3,3,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,3,3,3,3,0
2595,2004,Greece,Western Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4,4,4,4,4,1,1,0,0,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,1,3,4,2,2,0,0,0,0,0,0,2,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,4,4,4,4,4,0
2603,2004,Italy,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,1,3,3,2,2,0,0,0,0,0,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,3,3,3,3,0
2605,2004,Kosovo,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
2611,2004,Netherlands,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
2616,2004,Russia,Eastern Europe,44,44,44,0,44,1,44,44,43,44,44,44,44,44,7,44,44,44,44,44,10,10,44,44,44,44,44,1,1,0,0,44,44,43,43,44,44,44,44,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,44,10,0,0,0,0,41,42,0,0,44,13,39,44,6,6,0,0,0,0,0,0,6,44,44,43,43,3,3,2,2,0,0,0,0,0,0,0,0,24,44,44,41,43,44,40,44,28,28,0,13,44,3,3,1,1,0,0,3,0,0,0,0,0,3,3,3,19,44,33,18,44,44,44,44,44,8
2618,2004,Serbia-Montenegro,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
2620,2004,Spain,Western Europe,31,31,31,0,31,0,31,31,31,31,31,31,31,31,0,31,31,31,31,31,1,1,31,31,31,31,31,0,0,0,0,31,31,25,25,30,31,31,31,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,31,0,0,31,0,27,31,25,25,0,0,0,0,0,0,25,31,31,30,30,0,0,0,0,0,0,0,0,0,0,0,0,14,31,27,31,31,27,31,31,21,21,4,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,26,12,31,31,31,31,31,24
2629,2004,United Kingdom,Western Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,1,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,5,2,5,5,1,1,0,0,0,0,0,0,1,5,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,5,4,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,5,5,5,5,5,0
2638,2005,Bosnia-Herzegovina,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
2642,2005,Croatia,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
2647,2005,France,Western Europe,33,33,33,0,33,0,33,33,33,33,33,33,33,33,2,33,33,33,33,33,3,3,33,33,33,33,33,0,0,0,0,33,33,32,32,33,33,33,33,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,33,0,0,0,0,0,18,33,0,0,33,1,31,33,12,12,0,0,0,0,0,0,12,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,11,33,33,33,33,33,33,33,30,30,14,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,21,7,33,33,33,33,33,10
2649,2005,Germany,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,3,2,3,3,2,2,0,0,0,0,0,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,3,0
2650,2005,Greece,Western Europe,6,6,6,0,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,1,1,6,6,6,6,6,1,1,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,6,1,5,6,2,2,0,0,0,0,0,0,2,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,5,6,5,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,2,6,6,6,6,6,0
2660,2005,Italy,Western Europe,6,6,6,0,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,2,2,6,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,6,0,0,6,1,6,6,3,3,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,6,6,6,6,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,5,6,6,6,6,6,2
2664,2005,Kosovo,Eastern Europe,8,8,8,0,8,0,8,8,8,8,8,8,8,8,2,8,8,8,8,8,0,0,8,8,8,8,8,0,0,0,0,8,8,7,7,8,8,8,8,2,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,8,0,7,8,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,8,8,8,8,8,8,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,2,8,8,8,8,8,0
2678,2005,Russia,Eastern Europe,64,64,64,0,64,8,64,64,64,64,64,64,64,64,26,64,64,64,64,64,2,2,64,64,64,64,64,7,7,0,0,64,64,61,61,64,64,64,64,10,10,9,9,10,10,10,10,1,1,1,1,1,1,1,1,64,11,0,0,0,0,64,64,0,0,64,12,51,64,14,14,0,0,0,0,0,0,14,64,64,63,63,5,5,5,5,0,0,0,0,0,0,0,0,16,64,64,56,63,63,54,64,42,42,37,21,64,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,23,64,44,24,64,64,64,64,64,12
2682,2005,Serbia-Montenegro,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,2,2,2,0
2684,2005,Spain,Western Europe,24,24,24,0,24,0,24,24,24,24,24,24,24,24,5,24,24,24,24,24,1,1,24,24,24,24,24,1,1,0,0,24,24,22,22,23,23,24,24,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,24,0,0,0,0,0,23,24,0,0,24,2,22,24,10,10,0,0,0,0,0,0,10,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,8,24,24,24,24,24,24,24,19,19,18,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,13,7,24,24,24,24,24,8
2687,2005,Sweden,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,1,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,1,3,3,2,2,0,0,0,0,0,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,3,3,3,3,0
2694,2005,United Kingdom,Western Europe,29,29,29,0,29,1,29,29,29,29,29,29,29,29,26,29,29,29,29,29,0,0,29,29,29,29,29,1,1,0,0,29,29,29,29,29,29,29,29,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,29,1,0,0,0,0,22,29,0,0,29,10,27,29,10,10,0,0,0,0,0,0,10,29,29,27,27,1,1,1,1,0,0,0,0,0,0,0,0,10,29,29,29,29,29,28,29,19,19,16,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,23,17,29,29,29,29,29,10
2703,2006,Austria,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
2706,2006,Belarus,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
2708,2006,Bosnia-Herzegovina,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
2719,2006,France,Western Europe,34,34,34,0,34,1,34,34,34,34,34,34,34,34,2,34,34,34,34,34,2,2,34,34,34,34,34,3,3,0,0,34,34,30,30,34,34,34,34,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,34,0,0,0,0,0,31,34,0,0,34,4,22,34,14,14,0,0,0,0,0,0,12,34,34,33,33,2,2,2,2,0,0,0,0,0,0,0,0,11,34,34,34,34,34,33,34,25,25,0,14,34,4,4,1,3,3,3,4,0,0,0,0,0,1,1,4,9,34,18,7,34,34,34,34,34,9
2721,2006,Germany,Western Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,1,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,4,3,4,4,2,2,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,4,4,4,4,4,0
2722,2006,Greece,Western Europe,23,23,23,0,23,0,23,23,23,23,23,23,23,23,9,23,23,23,23,23,3,3,23,23,23,23,23,1,1,0,0,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,23,0,0,23,1,23,23,10,10,0,0,0,0,0,0,10,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,12,23,23,23,23,23,23,23,21,21,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,15,10,23,23,23,23,23,16
2731,2006,Ireland,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
2733,2006,Italy,Western Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,1,1,4,3,3,0,0,0,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,4,4,4,4,3
2737,2006,Kosovo,Eastern Europe,6,6,6,0,6,0,6,6,6,6,6,6,6,6,1,6,6,6,6,6,0,0,6,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,5,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,6,6,6,6,6,0
2741,2006,Macedonia,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,1,1,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,3,3,3,2
2745,2006,Moldova,Eastern Europe,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
2749,2006,Norway,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
2753,2006,Russia,Eastern Europe,56,56,56,0,56,0,56,56,55,56,56,56,56,56,15,56,56,56,56,56,18,18,56,56,56,56,56,2,2,0,0,56,56,50,50,56,56,56,56,7,7,7,7,7,7,6,6,0,0,0,0,0,0,0,0,56,1,0,0,0,0,56,56,0,0,56,11,32,56,2,2,0,0,0,0,0,0,23,56,56,51,51,1,1,1,1,0,0,0,0,0,0,0,0,15,54,55,45,48,54,41,56,23,23,0,14,56,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,19,56,33,14,56,56,56,56,56,0
2755,2006,Serbia-Montenegro,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,2,2,2,0
2758,2006,Spain,Western Europe,23,23,23,0,23,0,23,23,23,23,23,23,23,23,1,23,23,23,23,23,1,1,23,23,23,23,23,0,0,0,0,23,23,23,23,23,23,23,23,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,23,0,0,0,0,0,19,23,0,0,23,2,17,23,6,6,0,0,0,0,0,0,10,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,8,23,23,23,23,22,23,23,21,21,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,16,7,23,23,23,23,23,2
2762,2006,Sweden,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
2766,2006,United Kingdom,Western Europe,6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,6,2,6,6,2,2,0,0,0,0,0,0,2,6,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,2,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,6,6,6,6,6,3
